name,category,niche,rating,reviews,phone,website,websiteType,websiteQuality,opportunityScore,businessScore,isHigh,isNoWebsite,isSocial,isDirectory,isWeakWebsite,isSellable,city,state,googleMapsUrl,sourceFile
Bar Chico,Bar,Bar,4,23,,,none,NOT_APPLICABLE,59,35,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bar%20Chico&query_place_id=ChIJhzVSl9TPEQ0Rr4dQtjZPk8I,bares\website-analysis.csv
Cafetería Inés María Domínguez de la Rosa,Cafetería,Cafetería,3.6,17,+34 959 80 29 33,,none,NOT_APPLICABLE,55,34,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20In%C3%A9s%20Mar%C3%ADa%20Dom%C3%ADnguez%20de%20la%20Rosa&query_place_id=ChIJLeD1NNrPEQ0REEptu3rzv8c,bares\website-analysis.csv
El Gustazo,Restaurante,Restaurante,3.7,3,+34 959 28 22 92,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=El%20Gustazo&query_place_id=ChIJqecey8TPEQ0RdGm5WosjyWE,bares\website-analysis.csv
Bar la Bodeguita II,Cafetería,Cafetería,3.5,2,+34 632 19 83 77,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bar%20la%20Bodeguita%20II&query_place_id=ChIJf-ZSazTPEQ0RI5djVgfPbBQ,bares\website-analysis.csv
Attimora,Snack bar,Snack bar,0,0,+34 614 62 67 53,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Attimora&query_place_id=ChIJURcGxT_PEQ0RvGjsechb-XI,bares\website-analysis.csv
Houdda coquet group s.l,Bar restaurante,Bar restaurante,0,0,+34 624 89 75 20,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Houdda%20coquet%20group%20s.l&query_place_id=ChIJgUBS2GXPEQ0RmYkXVAQ7tLM,bares\website-analysis.csv
Cervecería Gallo Negro,Bar,Bar,4.2,17,,,none,NOT_APPLICABLE,54,35,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Cervecer%C3%ADa%20Gallo%20Negro&query_place_id=ChIJW29DDhTPEQ0RioDF55qotp0,bares\website-analysis.csv
Freiduría Asador,Parrilla,Parrilla,4.1,16,,,none,NOT_APPLICABLE,54,35,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Freidur%C3%ADa%20Asador&query_place_id=ChIJ6fVFA8XPEQ0ROGU2sB9mpOY,bares\website-analysis.csv
Café - Bar La Salina,Bar,Bar,2.8,33,,,none,NOT_APPLICABLE,54,28,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20-%20Bar%20La%20Salina&query_place_id=ChIJf3K5ddfPEQ0RjDoYUExb8hs,bares\website-analysis.csv
Bar Cafetería Esencia,Bar,Bar,4.3,7,,,none,NOT_APPLICABLE,54,26,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bar%20Cafeter%C3%ADa%20Esencia&query_place_id=ChIJvR6YCDrTEQ0R6n15dgzdmFo,bares\website-analysis.csv
Cafetería de la Residencia de mayores (La Orden),Cafetería,Cafetería,4.3,6,,,none,NOT_APPLICABLE,54,26,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20de%20la%20Residencia%20de%20mayores%20(La%20Orden)&query_place_id=ChIJn_auia3PEQ0RZZI1pYmLCH8,bares\website-analysis.csv
Juegos Bar Montevideo,Bar,Bar,4.3,3,,,none,NOT_APPLICABLE,54,26,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Juegos%20Bar%20Montevideo&query_place_id=ChIJ5_HWTMDPEQ0R8IS6z_NYsN4,bares\website-analysis.csv
La Famiglia se sienta a la mesa,Restaurante italiano,Restaurante italiano,4.7,6918,+34 722 72 09 71,https://lafamigliarestaurantes.com/restaurantes/huelva/,own_website,GOOD,51,95,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=La%20Famiglia%20se%20sienta%20a%20la%20mesa&query_place_id=ChIJK3QaHc3REQ0RnhcrPEMJlmY,bares\website-analysis.csv
Bar Restaurante Juan José,Restaurante,Restaurante,4.5,3495,+34 959 26 38 57,https://bar-restaurantejuanjose.es/,own_website,OK,51,95,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bar%20Restaurante%20Juan%20Jos%C3%A9&query_place_id=ChIJEUY459_PEQ0R0Q72g_Jrlq0,bares\website-analysis.csv
Restaurante Azabache,Bar de tapas,Bar de tapas,4.7,3222,+34 959 25 75 28,http://restauranteazabache.com/,own_website,OK,51,95,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Restaurante%20Azabache&query_place_id=ChIJ6UmUbiXQEQ0Rj_ro0AClRwY,bares\website-analysis.csv
La Tribu,Bar de tapas,Bar de tapas,4.6,2469,+34 689 61 52 69,https://restaurante.covermanager.com/la-tribu/,own_website,OK,51,95,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=La%20Tribu&query_place_id=ChIJTevhunfPEQ0R39uVVg18t34,bares\website-analysis.csv
Zorro Viejo Huelva,Restaurante,Restaurante,4.6,1494,+34 959 60 65 15,https://www.numier.com/carta-digital/carta/zorroviejo/home,own_website,WEAK,51,95,false,false,false,false,true,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Zorro%20Viejo%20Huelva&query_place_id=ChIJxZdMMZbPEQ0RCoSGkPmapNE,bares\website-analysis.csv
Masero - restaurante,Restaurante,Restaurante,4.6,1482,+34 604 88 35 26,https://www.restaurantemasero.com/,own_website,GOOD,51,95,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Masero%20-%20restaurante&query_place_id=ChIJb7n-k5XREQ0RESLSlbyER7g,bares\website-analysis.csv
Restaurante Pura Huelva,Restaurante,Restaurante,4.6,677,+34 624 40 06 58,https://www.restaurantepurahuelva.com/,own_website,GOOD,51,95,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Restaurante%20Pura%20Huelva&query_place_id=ChIJrTo1wvrREQ0RywhZ96IDzHI,bares\website-analysis.csv
Pastelería Cafetería Forno Portugués,Cafetería,Cafetería,4.5,413,+34 640 91 31 82,https://mapyo.me/pastelera-cafetera-forno-portugues-455158-es,own_website,OK,51,90,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Pasteler%C3%ADa%20Cafeter%C3%ADa%20Forno%20Portugu%C3%A9s&query_place_id=ChIJY-SZY8TPEQ0RVZKzbCkW2Sw,bares\website-analysis.csv
"Café bar 6,25",Cafetería,Cafetería,2.8,26,,,none,NOT_APPLICABLE,50,19,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20bar%206%2C25&query_place_id=ChIJY3D7lSzPEQ0RJ9gr3JyVEfE,bares\website-analysis.csv
Bar Restaurante Los Desniveles,Restaurante,Restaurante,2.9,24,,,none,NOT_APPLICABLE,50,19,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bar%20Restaurante%20Los%20Desniveles&query_place_id=ChIJk9JtawDPEQ0R7UD-Tz315yU,bares\website-analysis.csv
ISTANBUL KEBAB HUELVA,Restaurante turco,Restaurante turco,4.9,92,+34 662 05 23 49,https://istanbulkebab.es/,own_website,NOT_APPLICABLE,49,82,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=ISTANBUL%20KEBAB%20HUELVA&query_place_id=ChIJc4_E4bHPEQ0RSxdNcfpeNu0,bares\website-analysis.csv
MARISCOS TONI,Marisquería,Marisquería,4.8,56,+34 657 83 87 17,https://www.mariscostoni.es/,own_website,GOOD,49,82,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=MARISCOS%20TONI&query_place_id=ChIJlWK33S3QEQ0Rb_sQ5SoAMBs,bares\website-analysis.csv
La Churreria Omella,Churrería,Churrería,4.7,78,+34 615 88 82 58,https://www.lachurreriaomella.com/,own_website,NOT_APPLICABLE,45,77,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=La%20Churreria%20Omella&query_place_id=ChIJMa6zveXPEQ0Rt1Df9YloxC4,bares\website-analysis.csv
Carnicería Charcutería El Almacén,Carnicería,Carnicería,4.7,69,+34 642 89 36 92,http://www.carniceriaelalmacen.com/,own_website,GOOD,45,77,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Carnicer%C3%ADa%20Charcuter%C3%ADa%20El%20Almac%C3%A9n&query_place_id=ChIJI2CENcDPEQ0RYFrf1JwyKyw,bares\website-analysis.csv
Mariscos Méndez,Mayorista de marisco,Mayorista de marisco,4.5,50,+34 959 28 17 85,http://www.mariscosmendez.com/,own_website,GOOD,45,77,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Mariscos%20M%C3%A9ndez&query_place_id=ChIJ-XTbkCrQEQ0RP6EUY2BWu_w,bares\website-analysis.csv
Bar Da & Ly,Bar,Bar,3.8,8,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bar%20Da%20%26%20Ly&query_place_id=ChIJ8ds1gr7PEQ0RDUWtZCbfDiI,bares\website-analysis.csv
Tasquita Santa Marta,Cafetería,Cafetería,2.8,6,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Tasquita%20Santa%20Marta&query_place_id=ChIJoYZoR2fPEQ0RFyuHVxsuyL0,bares\website-analysis.csv
Bar TORONJO,Bar,Bar,3.8,4,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bar%20TORONJO&query_place_id=ChIJtZfcDu3PEQ0RVcxp-RFi0AY,bares\website-analysis.csv
Restaurante Bar Arteconsa,,Otros,3.7,3,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Restaurante%20Bar%20Arteconsa&query_place_id=ChIJG34v18HPEQ0RDraqF7Z9kco,bares\website-analysis.csv
Hermanos Romero & Hildebranda,Cafetería,Cafetería,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Hermanos%20Romero%20%26%20Hildebranda&query_place_id=ChIJ9y3evwrPEQ0R6wqiQIRj3xo,bares\website-analysis.csv
Cafetería Heladería Arábica,Cafetería,Cafetería,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20Helader%C3%ADa%20Ar%C3%A1bica&query_place_id=ChIJ95eeMgDPEQ0RPLX4LfxhX28,bares\website-analysis.csv
Contado bar,Cafetería,Cafetería,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Contado%20bar&query_place_id=ChIJsxgSumrPEQ0RKC6cyomrrLc,bares\website-analysis.csv
Bar LA Gaviota,Cafetería,Cafetería,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bar%20LA%20Gaviota&query_place_id=ChIJ3TDNPADPEQ0RGYcjRnsd2V0,bares\website-analysis.csv
Churreria Kiosco,Cafetería,Cafetería,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Churreria%20Kiosco&query_place_id=ChIJg4ZuQwHPEQ0RTwuE1np3OJs,bares\website-analysis.csv
Bsr El Pati,Cafetería,Cafetería,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bsr%20El%20Pati&query_place_id=ChIJ4VsPdgDPEQ0R-0J0-5cnUkE,bares\website-analysis.csv
Churreria Costa De La Luz,Cafetería,Cafetería,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Churreria%20Costa%20De%20La%20Luz&query_place_id=ChIJdaE6dtfPEQ0RHst_P5QxPQA,bares\website-analysis.csv
Bar Esencia,Bar,Bar,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bar%20Esencia&query_place_id=ChIJxy1SLQDPEQ0R-_eCPVGGH5E,bares\website-analysis.csv
Bar Montaito,Bar,Bar,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bar%20Montaito&query_place_id=ChIJ9XO7DJPPEQ0RA8OUgIm3r7Y,bares\website-analysis.csv
Avd de Las Flores,Restaurante de comida rápida,Restaurante de comida rápida,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Avd%20de%20Las%20Flores&query_place_id=ChIJrf2kXQDPEQ0RK58knLuSbBo,bares\website-analysis.csv
Salon de Juegos Huelva,Restaurante,Restaurante,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Salon%20de%20Juegos%20Huelva&query_place_id=ChIJ8YGUtMbPEQ0RQrcPRAOyHlU,bares\website-analysis.csv
BURGUER CHICHO,Restaurante,Restaurante,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=BURGUER%20CHICHO&query_place_id=ChIJ-XdVrvrPEQ0R5nnnRzm0spo,bares\website-analysis.csv
Valparaíso (Lateral bar Vaquero),Parada de autobús,Parada de autobús,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Valpara%C3%ADso%20(Lateral%20bar%20Vaquero)&query_place_id=ChIJ74821MHPEQ0RLRlXYDrKpeE,bares\website-analysis.csv
Bar Melli E Hijos,,Otros,0,0,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Bar%20Melli%20E%20Hijos&query_place_id=ChIJ77FhjNvPEQ0RWFEHXVMzBqs,bares\website-analysis.csv
Relojero Express,Relojería,Relojería,4.7,52,+34 666 80 42 78,,none,NOT_APPLICABLE,85,77,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Relojero%20Express&query_place_id=ChIJiT6mSI3REQ0R5x8H16nSFgQ,cerrajeros\website-analysis.csv
Talleres Romero Car,Cerrajero,Cerrajería,4.1,40,+34 959 22 67 18,,none,NOT_APPLICABLE,73,59,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Talleres%20Romero%20Car&query_place_id=ChIJr3uQpwDQEQ0R7_29aX2HskY,cerrajeros\website-analysis.csv
Cerrajero Huelva | ONUKEYS,Cerrajero,Cerrajería,5,590,+34 613 15 12 12,https://cerrajerohuelvaonukeys.com/,own_website,GOOD,55,100,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Cerrajero%20Huelva%20%7C%20ONUKEYS&query_place_id=ChIJQ4_OxT332q4RvkDKG_kOSCM,cerrajeros\website-analysis.csv
Cerrajero Costa de la Luz,Cerrajero,Cerrajería,5,338,+34 656 44 47 00,http://cerrajerocostadelaluz.com/,own_website,GOOD,55,95,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Cerrajero%20Costa%20de%20la%20Luz&query_place_id=ChIJ-7TQ3B_QEQ0R8Q2V0lb3Gds,cerrajeros\website-analysis.csv
Onuba Multiservicios,Cerrajero,Cerrajería,1,1,+34 642 30 27 21,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,,,https://www.google.com/maps/search/?api=1&query=Onuba%20Multiservicios&query_place_id=ChIJ0_JZq967f0MRwyCgLSpRfqc,cerrajeros\website-analysis.csv
Servicios y Mantenimientos Arenas SL,Cerrajero,Cerrajería,0,0,+34 959 10 06 51,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Servicios%20y%20Mantenimientos%20Arenas%20SL&query_place_id=ChIJZVJoeQHFEQ0Rg9At0BuMomM,cerrajeros\website-analysis.csv
autosportmonkey,Cerrajero,Cerrajería,0,0,+34 644 33 34 74,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,,,https://www.google.com/maps/search/?api=1&query=autosportmonkey&query_place_id=ChIJuQAo5MbE6EARW4-qEwqVZcc,cerrajeros\website-analysis.csv
Cerrajero Raúl Tortosa,Cerrajero,Cerrajería,4.9,192,+34 634 81 66 37,https://www.cerrajerodehuelva.com/,own_website,GOOD,52,89,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Cerrajero%20Ra%C3%BAl%20Tortosa&query_place_id=ChIJJ33r2wHPEQ0R75WeEIMiJc4,cerrajeros\website-analysis.csv
Cerrajería Huelva,Cerrajero,Cerrajería,4.9,108,+34 674 43 31 76,https://cerrajerohuelva.es/,own_website,GOOD,52,89,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Cerrajer%C3%ADa%20Huelva&query_place_id=ChIJBTIvUhnREQ0R-ptAUA5YiwA,cerrajeros\website-analysis.csv
Cerrajeros Velasco Huelva,Cerrajero,Cerrajería,5,57,+34 626 18 12 71,https://cerrajerosvelascohuelva.com/,own_website,GOOD,49,82,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Cerrajeros%20Velasco%20Huelva&query_place_id=ChIJJT_HVWE5ImoRIuh64AVal_E,cerrajeros\website-analysis.csv
Onutecni,Proveedor de repuestos de electrodomésticos,Proveedor de repuestos de electrodomésticos,4.9,40,+34 959 22 57 31,,none,NOT_APPLICABLE,84,73,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Onutecni&query_place_id=ChIJVRkdpRzQEQ0RUVsVbopGhcI,electricistas\website-analysis.csv
ELECTRICIDAD LUZ DEL ODIEL,Electricista,Electricidad,4.5,25,+34 959 19 83 56,,none,NOT_APPLICABLE,76,59,true,true,false,false,false,true,,,https://www.google.com/maps/search/?api=1&query=ELECTRICIDAD%20LUZ%20DEL%20ODIEL&query_place_id=ChIJ9agrd_SDUWoRkvMOhAORUqM,electricistas\website-analysis.csv
Acotec Porteros,Electricista,Electricidad,5,6,+34 675 50 53 47,,none,NOT_APPLICABLE,75,55,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Acotec%20Porteros&query_place_id=ChIJxzLbvRzQEQ0ReFPvNhjgf4g,electricistas\website-analysis.csv
Reformas Colombia,Reformas,Reformas y construcción,5,5,+34 666 95 42 46,,none,NOT_APPLICABLE,75,55,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Reformas%20Colombia&query_place_id=ChIJy8UOVVTREQ0RfyvpSOoFZW4,electricistas\website-analysis.csv
TEYVA HUELVA,Electricista,Electricidad,4.8,4,+34 667 97 97 90,,none,NOT_APPLICABLE,75,55,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=TEYVA%20HUELVA&query_place_id=ChIJS9ecZR3FEQ0R2TtZk6Wcx-c,electricistas\website-analysis.csv
Reformas y Multiservicios JD,Electricista,Electricidad,5,2,+34 640 67 65 72,,none,NOT_APPLICABLE,75,55,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Reformas%20y%20Multiservicios%20JD&query_place_id=ChIJwSBVeQzREQ0R7n4Tnp2hs0E,electricistas\website-analysis.csv
Marelec S L,Electricista,Electricidad,5,2,+34 959 27 19 08,,none,NOT_APPLICABLE,75,55,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Marelec%20S%20L&query_place_id=ChIJi9_zRSTQEQ0R-8Ws2x7AhIY,electricistas\website-analysis.csv
Eléctrica Diego Pérez,Electricista,Electricidad,5,1,+34 653 02 84 24,,none,NOT_APPLICABLE,75,55,true,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=El%C3%A9ctrica%20Diego%20P%C3%A9rez&query_place_id=ChIJBRFCcGfPEQ0RLWpAkKafgGM,electricistas\website-analysis.csv
Electricistas en Huelva - Daniel - Electricistas en Huelva 24H,Electricista,Electricidad,5,1,+34 642 30 06 28,,none,NOT_APPLICABLE,75,55,true,true,false,false,false,true,,,https://www.google.com/maps/search/?api=1&query=Electricistas%20en%20Huelva%20-%20Daniel%20-%20Electricistas%20en%20Huelva%2024H&query_place_id=ChIJ-W0Oq_VYLK4RzYm35gYeU9w,electricistas\website-analysis.csv
Reforbiem,Electricista,Electricidad,5,1,+34 603 58 45 73,,none,NOT_APPLICABLE,75,55,true,true,false,false,false,true,,,https://www.google.com/maps/search/?api=1&query=Reforbiem&query_place_id=ChIJi0p5XNvREQ0RrddlmXqyPmI,electricistas\website-analysis.csv
ELECTRICISTA HUELVA,Electricista,Electricidad,5,23,+34 614 12 76 35,https://www.facebook.com/share/12HmP1sjyXp/,social,NOT_APPLICABLE,73,64,false,false,true,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=ELECTRICISTA%20HUELVA&query_place_id=ChIJu_MHsqj3bW8R6K9CQEJRPCE,electricistas\website-analysis.csv
Francisco Calderón Jurado,Electricista,Electricidad,4.5,2,+34 959 28 59 44,,none,NOT_APPLICABLE,71,50,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Francisco%20Calder%C3%B3n%20Jurado&query_place_id=ChIJpX9wN9vPEQ0Rm8a7jRfofts,electricistas\website-analysis.csv
ACH ELECTRICIDAD,Electricista,Electricidad,3.3,7,+34 628 87 43 61,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=ACH%20ELECTRICIDAD&query_place_id=ChIJEdN_5MHPEQ0R-xpV2zQW_Fg,electricistas\website-analysis.csv
Onuba vertical,Constructor,Reformas y construcción,2,4,+34 642 30 27 21,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Onuba%20vertical&query_place_id=ChIJswcM9O7REQ0R3dR3wTsfOX0,electricistas\website-analysis.csv
Eléctricos Escalante,Electricista,Electricidad,2.5,2,+34 664 41 17 89,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=El%C3%A9ctricos%20Escalante&query_place_id=ChIJc2fKAjPPEQ0RDUsof7scAfY,electricistas\website-analysis.csv
"J.PEREZ ALONSO,S.L.",Electricista,Electricidad,3,1,+34 959 25 69 47,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=J.PEREZ%20ALONSO%2CS.L.&query_place_id=ChIJ0-WycyrQEQ0R_HRaS8MxjeQ,electricistas\website-analysis.csv
Cabling,Electricista,Electricidad,0,0,+34 959 25 00 50,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Cabling&query_place_id=ChIJffd2KCnQEQ0R5YczbInLr5M,electricistas\website-analysis.csv
Instalaciones cascales,Electricista,Electricidad,0,0,+34 608 60 90 96,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Instalaciones%20cascales&query_place_id=ChIJE4PysPrPEQ0RKGB65h5xFL8,electricistas\website-analysis.csv
"servicios electricos s,l",Electricista,Electricidad,0,0,+34 641 22 49 83,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,,,https://www.google.com/maps/search/?api=1&query=servicios%20electricos%20s%2Cl&query_place_id=ChIJ8U9mTsXREQ0RbKoFwbkjVBk,electricistas\website-analysis.csv
Electricidad JLT,Electricista,Electricidad,0,0,+34 642 43 19 93,,none,NOT_APPLICABLE,55,25,false,true,false,false,false,true,,,https://www.google.com/maps/search/?api=1&query=Electricidad%20JLT&query_place_id=ChIJPYoyT64EjwMRKnftn7g0Zgg,electricistas\website-analysis.csv
"Instalaciones de Redes del Sur, S.L.L.",Electricista,Electricidad,4,1,,,none,NOT_APPLICABLE,54,26,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Instalaciones%20de%20Redes%20del%20Sur%2C%20S.L.L.&query_place_id=ChIJn7phUNvPEQ0RRnDYLJvy8Is,electricistas\website-analysis.csv
MV- Reformas Integrales,Electricista,Electricidad,4.8,158,+34 693 03 95 36,http://www.mv-reformas.com/,own_website,GOOD,52,89,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=MV-%20Reformas%20Integrales&query_place_id=ChIJLR36oxfPEQ0R1P_HkjyUfD0,electricistas\website-analysis.csv
Montajes Eléctricos Megadel S.L.,Electricista,Electricidad,4.9,99,+34 693 70 29 01,http://www.megadel.es/,own_website,WEAK,49,82,false,false,false,false,true,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Montajes%20El%C3%A9ctricos%20Megadel%20S.L.&query_place_id=ChIJqX0QycPFEQ0RzKGBsEWDAU0,electricistas\website-analysis.csv
Marvaz - Instalaciones Eléctricas y Telecomunicaciones,Electricista,Electricidad,5,74,+34 652 50 09 12,http://www.instalacionesmarvaz.com/,own_website,OK,49,82,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Marvaz%20-%20Instalaciones%20El%C3%A9ctricas%20y%20Telecomunicaciones&query_place_id=ChIJH8mzwVDREQ0RvaoGSZKcj9k,electricistas\website-analysis.csv
24hTodoelectric,Electricista,Electricidad,4.6,212,+34 656 92 87 50,https://24htodoelectric.eu/,own_website,GOOD,48,84,false,false,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=24hTodoelectric&query_place_id=ChIJx4sxQCDQEQ0RLCrjUGfUM8I,electricistas\website-analysis.csv
Electricidad SD,Electricista,Electricidad,0,0,+34 634 47 64 60,https://www.facebook.com/share/166YDPtGTB/,social,NOT_APPLICABLE,48,25,false,false,true,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Electricidad%20SD&query_place_id=ChIJD7qmfADREQ0RZqlBNcud5Fw,electricistas\website-analysis.csv
Geosa,Electricista,Electricidad,3.4,5,,,none,NOT_APPLICABLE,45,10,false,true,false,false,false,true,Huelva,Huelva,https://www.google.com/maps/search/?api=1&query=Geosa&query_place_id=ChIJFZenZyrQEQ0RWidd54AJtog,electricistas\website-analysis.csv
